,0,1,2,3,4,5
930,1,2015,ACURA,RDX,"$16,995 ","37,751 miles"
931,0,2010,NISSAN,MURANO,"$32,500 ","69,419 miles"
932,0,2017,BMW,X3,"$32,500 ","4,904 miles"
933,0,2016,NISSAN,PATHFINDER,"$19,495 ","23,775 miles"
934,0,2015,NISSAN,ROGUE,"$19,495 ","32,484 miles"
935,1,2015,TOYOTA,HIGHLANDER,"$29,500 ","41,804 miles"
936,1,2015,HONDA,PILOT,"$29,500 ","28,283 miles"
937,0,2017,MAZDA,CX-9,"$25,980 ","4,277 miles"
938,1,2015,MAZDA,CX-5 GRAND,"$25,980 ","29,950 miles"
939,0,2015,TOYOTA,HIGHLANDER,"$38,999 ","42,348 miles"
940,0,2008,JEEP,GRAND CHEROKEE LIMITED,"$38,999 ","78,112 miles"
941,0,2015,NISSAN,ROGUE,"$21,500 ","30,523 miles"
942,0,2017,CHEVROLET,TAHOE,"$31,992 ","15,873 miles"
943,0,2016,JEEP,RENEGADE,"$31,992 ","46,910 miles"
944,0,2015,JEEP,PATRIOT,"$13,988 ","54,159 miles"
945,0,2017,VOLVO,XC90 T5,"$13,988 ","7,715 miles"
946,1,2015,BMW,X1,"$33,890 ","26,318 miles"
947,1,2013,ACURA,RDX,"$33,890 ","66,769 miles"
948,0,2015,AUDI,Q7 PREMIUM,"$17,495 ","42,341 miles"
949,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
950,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
951,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
952,1,2015,BMW,X1,"$12,999 ","26,318 miles"
953,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
954,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
955,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
956,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
957,1,2017,BMW,X3,"$21,400 ","24,280 miles"
958,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
959,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
960,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
961,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
962,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
963,1,2017,BMW,X1,"$13,474 ","7,164 miles"
964,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
965,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
966,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
967,1,2015,BMW,X1,"$12,999 ","26,318 miles"
968,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
969,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
970,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
971,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
972,1,2017,BMW,X3,"$21,400 ","24,280 miles"
973,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
974,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
975,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
976,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
977,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
978,1,2017,BMW,X1,"$13,474 ","7,164 miles"
979,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
980,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
981,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
982,1,2015,BMW,X1,"$12,999 ","26,318 miles"
983,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
984,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
985,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
986,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
987,1,2017,BMW,X3,"$21,400 ","24,280 miles"
988,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
989,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
990,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
991,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
992,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
993,1,2017,BMW,X1,"$13,474 ","7,164 miles"
994,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
995,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
996,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
997,1,2015,BMW,X1,"$12,999 ","26,318 miles"
998,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
999,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1000,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1001,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1002,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1003,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1004,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1005,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1006,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1007,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1008,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1009,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1010,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1011,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1012,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1013,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1014,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1015,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1016,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1017,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1018,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1019,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1020,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1021,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1022,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1023,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1024,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1025,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1026,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1027,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1028,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1029,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1030,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1031,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1032,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1033,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1034,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1035,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1036,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1037,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1038,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1039,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1040,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1041,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1042,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1043,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1044,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1045,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1046,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1047,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1048,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1049,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1050,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1051,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1052,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1053,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1054,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1055,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1056,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1057,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1058,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1059,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1060,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1061,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1062,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1063,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1064,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1065,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1066,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1067,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1068,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1069,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1070,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1071,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1072,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1073,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1074,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1075,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1076,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1077,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1078,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1079,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1080,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1081,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1082,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1083,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1084,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1085,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1086,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1087,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1088,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1089,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1090,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1091,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1092,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1093,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1094,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1095,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1096,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1097,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1098,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1099,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1100,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1101,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1102,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1103,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1104,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1105,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1106,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1107,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1108,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1109,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1110,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1111,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1112,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1113,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1114,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1115,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1116,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1117,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1118,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1119,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1120,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1121,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1122,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1123,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1124,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1125,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1126,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1127,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1128,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1129,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1130,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1131,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1132,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1133,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1134,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1135,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1136,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1137,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1138,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1139,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1140,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1141,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1142,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1143,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1144,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1145,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1146,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1147,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1148,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1149,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1150,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1151,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1152,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1153,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1154,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1155,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1156,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1157,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1158,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1159,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1160,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1161,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1162,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1163,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1164,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1165,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1166,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1167,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1168,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1169,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1170,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1171,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1172,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1173,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1174,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1175,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1176,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1177,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1178,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1179,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1180,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1181,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1182,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1183,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1184,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1185,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1186,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1187,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1188,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1189,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1190,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1191,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1192,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1193,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1194,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1195,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1196,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1197,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1198,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1199,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1200,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1201,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1202,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1203,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1204,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1205,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1206,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1207,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1208,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1209,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1210,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1211,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1212,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1213,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1214,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1215,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1216,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1217,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1218,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1219,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1220,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1221,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1222,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1223,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1224,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1225,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1226,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1227,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1228,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1229,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1230,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1231,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1232,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1233,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1234,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1235,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1236,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1237,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1238,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1239,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1240,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1241,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1242,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1243,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1244,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1245,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1246,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1247,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1248,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1249,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1250,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1251,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1252,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1253,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1254,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1255,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1256,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1257,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1258,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1259,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1260,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1261,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1262,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1263,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1264,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1265,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1266,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1267,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1268,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1269,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1270,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1271,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1272,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1273,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1274,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1275,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1276,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1277,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1278,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1279,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1280,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1281,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1282,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1283,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1284,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1285,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1286,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1287,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1288,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1289,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1290,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1291,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1292,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1293,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1294,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1295,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1296,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1297,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1298,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1299,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1300,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1301,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1302,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1303,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1304,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1305,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1306,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
1307,1,2015,ACURA,RDX,"$43,995 ","42,025 miles"
1308,1,2017,BMW,X1,"$13,474 ","7,164 miles"
1309,0,2016,JEEP,RENEGADE,"$16,694 ","46,910 miles"
1310,0,2015,JEEP,PATRIOT,"$16,694 ","54,159 miles"
1311,0,2017,VOLVO,XC90 T5,"$12,999 ","7,715 miles"
1312,1,2015,BMW,X1,"$12,999 ","26,318 miles"
1313,1,2013,ACURA,RDX,"$41,995 ","66,769 miles"
1314,0,2015,AUDI,Q7 PREMIUM,"$41,995 ","42,341 miles"
1315,0,2015,JEEP,GRAND CHEROKEE,"$26,655 ","33,835 miles"
1316,0,2011,NISSAN,MURANO,"$26,655 ","86,745 miles"
1317,1,2017,BMW,X3,"$21,400 ","24,280 miles"
1318,1,2015,ACURA,MDX,"$21,400 ","31,990 miles"
1319,0,2012,DODGE,JOURNEY,"$44,500 ","86,121 miles"
1320,0,2010,MERCEDES-BENZ,GL-CLASS GL 350,"$44,500 ","82,829 miles"
1321,0,2010,NISSAN,ROGUE,"$43,995 ","90,543 miles"
