year,brand,model,mileage,D_rate,PC
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,78893,1,1
2015,MERCEDES-BENZ,M-CLASS ML 250,69912,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,56543,7,1
2013,MERCEDES-BENZ,GLK 350,25118,5,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,77417,1,1
2014,MERCEDES-BENZ,GLK 350,66234,2,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,85682,4,1
2012,MERCEDES-BENZ,GL-CLASS GL 450,109229,2,1
2017,MERCEDES-BENZ,GLS 450,5552,1,1
2015,MERCEDES-BENZ,M-CLASS ML 350,46482,9,1
2013,MERCEDES-BENZ,M-CLASS ML 350,101069,9,1
2011,MERCEDES-BENZ,GLK 350,95270,9,1
2017,MERCEDES-BENZ,GLE 350,6489,4,1
2007,MERCEDES-BENZ,GL-CLASS GL 450,152754,4,1
2014,MERCEDES-BENZ,GL-CLASS GL 450,67443,2,1
