,UC,year,brand,model,price,mileage,Oprice
90,1,2015,BMW,X5,"$46,998","32,440 miles",76300
91,0,2018,BMW,X4,"$46,998","8,782 miles",53425
92,0,2017,BMW,X5,"$48,995","4,239 miles",78650
93,0,2016,BMW,X5,"$48,995","15,292 miles",76350
94,1,2014,BMW,X5,"$73,998","38,034 miles",60500
95,0,2017,BMW,X6,"$73,998","6,552 miles",83300
96,0,2017,BMW,X3,"$59,999","6,090 miles",44500
97,1,2015,BMW,X5,"$59,999","28,765 miles",76300
98,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
99,0,2013,BMW,X6,"$39,988","36,624 miles",65100
100,0,2017,BMW,X1,"$59,995","10,789 miles",34750
101,1,2015,BMW,X5,"$59,995","34,835 miles",76300
102,0,2011,BMW,X6,"$34,995","89,666 miles",72950
103,1,2015,BMW,X5,"$34,995","37,215 miles",76300
104,0,2008,BMW,X5,"$39,998","115,677 miles",50500
105,1,2015,BMW,X5,"$46,998","32,440 miles",76300
106,0,2018,BMW,X4,"$46,998","8,782 miles",53425
107,0,2017,BMW,X5,"$48,995","4,239 miles",78650
108,0,2016,BMW,X5,"$48,995","15,292 miles",76350
109,1,2014,BMW,X5,"$73,998","38,034 miles",60500
110,0,2017,BMW,X6,"$73,998","6,552 miles",83300
111,0,2017,BMW,X3,"$59,999","6,090 miles",44500
112,1,2015,BMW,X5,"$59,999","28,765 miles",76300
113,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
114,0,2013,BMW,X6,"$39,988","36,624 miles",65100
115,0,2017,BMW,X1,"$59,995","10,789 miles",34750
116,1,2015,BMW,X5,"$59,995","34,835 miles",76300
117,0,2011,BMW,X6,"$34,995","89,666 miles",72950
118,1,2015,BMW,X5,"$34,995","37,215 miles",76300
119,0,2008,BMW,X5,"$39,998","115,677 miles",50500
120,1,2015,BMW,X5,"$46,998","32,440 miles",76300
121,0,2018,BMW,X4,"$46,998","8,782 miles",53425
122,0,2017,BMW,X5,"$48,995","4,239 miles",78650
123,0,2016,BMW,X5,"$48,995","15,292 miles",76350
124,1,2014,BMW,X5,"$73,998","38,034 miles",60500
125,0,2017,BMW,X6,"$73,998","6,552 miles",83300
126,0,2017,BMW,X3,"$59,999","6,090 miles",44500
127,1,2015,BMW,X5,"$59,999","28,765 miles",76300
128,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
129,0,2013,BMW,X6,"$39,988","36,624 miles",65100
130,0,2017,BMW,X1,"$59,995","10,789 miles",34750
131,1,2015,BMW,X5,"$59,995","34,835 miles",76300
132,0,2011,BMW,X6,"$34,995","89,666 miles",72950
133,1,2015,BMW,X5,"$34,995","37,215 miles",76300
134,0,2008,BMW,X5,"$39,998","115,677 miles",50500
135,1,2015,BMW,X5,"$46,998","32,440 miles",76300
136,0,2018,BMW,X4,"$46,998","8,782 miles",53425
137,0,2017,BMW,X5,"$48,995","4,239 miles",78650
138,0,2016,BMW,X5,"$48,995","15,292 miles",76350
139,1,2014,BMW,X5,"$73,998","38,034 miles",60500
140,0,2017,BMW,X6,"$73,998","6,552 miles",83300
141,0,2017,BMW,X3,"$59,999","6,090 miles",44500
142,1,2015,BMW,X5,"$59,999","28,765 miles",76300
143,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
144,0,2013,BMW,X6,"$39,988","36,624 miles",65100
145,0,2017,BMW,X1,"$59,995","10,789 miles",34750
146,1,2015,BMW,X5,"$59,995","34,835 miles",76300
147,0,2011,BMW,X6,"$34,995","89,666 miles",72950
148,1,2015,BMW,X5,"$34,995","37,215 miles",76300
149,0,2008,BMW,X5,"$39,998","115,677 miles",50500
150,1,2015,BMW,X5,"$46,998","32,440 miles",76300
151,0,2018,BMW,X4,"$46,998","8,782 miles",53425
152,0,2017,BMW,X5,"$48,995","4,239 miles",78650
153,0,2016,BMW,X5,"$48,995","15,292 miles",76350
154,1,2014,BMW,X5,"$73,998","38,034 miles",60500
155,0,2017,BMW,X6,"$73,998","6,552 miles",83300
156,0,2017,BMW,X3,"$59,999","6,090 miles",44500
157,1,2015,BMW,X5,"$59,999","28,765 miles",76300
158,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
159,0,2013,BMW,X6,"$39,988","36,624 miles",65100
160,0,2017,BMW,X1,"$59,995","10,789 miles",34750
161,1,2015,BMW,X5,"$59,995","34,835 miles",76300
162,0,2011,BMW,X6,"$34,995","89,666 miles",72950
163,1,2015,BMW,X5,"$34,995","37,215 miles",76300
164,0,2008,BMW,X5,"$39,998","115,677 miles",50500
165,1,2015,BMW,X5,"$46,998","32,440 miles",76300
166,0,2018,BMW,X4,"$46,998","8,782 miles",53425
167,0,2017,BMW,X5,"$48,995","4,239 miles",78650
168,0,2016,BMW,X5,"$48,995","15,292 miles",76350
169,1,2014,BMW,X5,"$73,998","38,034 miles",60500
170,0,2017,BMW,X6,"$73,998","6,552 miles",83300
171,0,2017,BMW,X3,"$59,999","6,090 miles",44500
