,Unnamed: 0,Unnamed: 0.1,UC,year,brand,model,price,mileage,Oprice,D_rate
198,198,198,0,2016,TOYOTA,HIGHLANDER HYBRID,12795,"14,446 miles",49177,0.26018260569
199,199,199,0,2012,TOYOTA,4RUNNER,34992,"54,472 miles",35860,0.97579475739
200,200,200,0,2015,TOYOTA,RAV4,34992,"30,552 miles",26765,0.692620960209
201,201,201,0,2015,TOYOTA,4RUNNER,44992,"28,488 miles",38415,0.828790836913
202,202,202,0,2017,TOYOTA,4RUNNER LIMITED,44992,"13,028 miles",39385,0.857636155897
203,203,203,0,2015,TOYOTA,HIGHLANDER,28992,"24,324 miles",36952,0.784585408097
204,204,204,0,2015,TOYOTA,RAV4,28992,"33,855 miles",26765,0.916794320942
205,205,205,0,2015,TOYOTA,HIGHLANDER,19922,"35,606 miles",36952,0.53913184672
206,206,206,0,2004,TOYOTA,4RUNNER,19922,"167,184 miles",0,
207,207,207,0,2011,TOYOTA,HIGHLANDER,31992,"60,429 miles",32567,0.982344090644
208,208,208,0,2013,TOYOTA,RAV4,31992,"32,688 miles",25855,0.762637787662
209,209,209,0,2016,TOYOTA,HIGHLANDER HYBRID,40900,"8,960 miles",49177,0.831689610997
210,210,210,0,2001,TOYOTA,4RUNNER,4516,"154,420 miles",0,
211,211,211,0,2008,TOYOTA,RAV4 LIMITED,4516,"60,439 miles",24285,0.185958410541
212,212,212,0,2015,TOYOTA,HIGHLANDER,12795,"33,054 miles",36952,0.34626001299
213,213,213,0,2016,TOYOTA,HIGHLANDER HYBRID,12795,"14,446 miles",49177,0.26018260569
214,214,214,0,2012,TOYOTA,4RUNNER,34992,"54,472 miles",35860,0.97579475739
215,215,215,0,2015,TOYOTA,RAV4,34992,"30,552 miles",26765,0.692620960209
216,216,216,0,2015,TOYOTA,4RUNNER,44992,"28,488 miles",38415,0.828790836913
217,217,217,0,2017,TOYOTA,4RUNNER LIMITED,44992,"13,028 miles",39385,0.857636155897
218,218,218,0,2015,TOYOTA,HIGHLANDER,28992,"24,324 miles",36952,0.784585408097
219,219,219,0,2015,TOYOTA,RAV4,28992,"33,855 miles",26765,0.916794320942
220,220,220,0,2015,TOYOTA,HIGHLANDER,19922,"35,606 miles",36952,0.53913184672
221,221,221,0,2004,TOYOTA,4RUNNER,19922,"167,184 miles",0,
222,222,222,0,2011,TOYOTA,HIGHLANDER,31992,"60,429 miles",32567,0.982344090644
223,223,223,0,2013,TOYOTA,RAV4,31992,"32,688 miles",25855,0.762637787662
224,224,224,0,2016,TOYOTA,HIGHLANDER HYBRID,40900,"8,960 miles",49177,0.831689610997
225,225,225,0,2001,TOYOTA,4RUNNER,4516,"154,420 miles",0,
226,226,226,0,2008,TOYOTA,RAV4 LIMITED,4516,"60,439 miles",24285,0.185958410541
227,227,227,0,2015,TOYOTA,HIGHLANDER,12795,"33,054 miles",36952,0.34626001299
228,228,228,0,2016,TOYOTA,HIGHLANDER HYBRID,12795,"14,446 miles",49177,0.26018260569
229,229,229,0,2012,TOYOTA,4RUNNER,34992,"54,472 miles",35860,0.97579475739
230,230,230,0,2015,TOYOTA,RAV4,34992,"30,552 miles",26765,0.692620960209
231,231,231,0,2015,TOYOTA,4RUNNER,44992,"28,488 miles",38415,0.828790836913
232,232,232,0,2017,TOYOTA,4RUNNER LIMITED,44992,"13,028 miles",39385,0.857636155897
233,233,233,0,2015,TOYOTA,HIGHLANDER,28992,"24,324 miles",36952,0.784585408097
234,234,234,0,2015,TOYOTA,RAV4,28992,"33,855 miles",26765,0.916794320942
235,235,235,0,2015,TOYOTA,HIGHLANDER,19922,"35,606 miles",36952,0.53913184672
236,236,236,0,2004,TOYOTA,4RUNNER,19922,"167,184 miles",0,
237,237,237,0,2011,TOYOTA,HIGHLANDER,31992,"60,429 miles",32567,0.982344090644
238,238,238,0,2013,TOYOTA,RAV4,31992,"32,688 miles",25855,0.762637787662
239,239,239,0,2016,TOYOTA,HIGHLANDER HYBRID,40900,"8,960 miles",49177,0.831689610997
240,240,240,0,2001,TOYOTA,4RUNNER,4516,"154,420 miles",0,
241,241,241,0,2008,TOYOTA,RAV4 LIMITED,4516,"60,439 miles",24285,0.185958410541
242,242,242,0,2015,TOYOTA,HIGHLANDER,12795,"33,054 miles",36952,0.34626001299
243,243,243,0,2016,TOYOTA,HIGHLANDER HYBRID,12795,"14,446 miles",49177,0.26018260569
244,244,244,0,2012,TOYOTA,4RUNNER,34992,"54,472 miles",35860,0.97579475739
245,245,245,0,2015,TOYOTA,RAV4,34992,"30,552 miles",26765,0.692620960209
246,246,246,0,2015,TOYOTA,4RUNNER,44992,"28,488 miles",38415,0.828790836913
247,247,247,0,2017,TOYOTA,4RUNNER LIMITED,44992,"13,028 miles",39385,0.857636155897
248,248,248,0,2015,TOYOTA,HIGHLANDER,28992,"24,324 miles",36952,0.784585408097
249,249,249,0,2015,TOYOTA,RAV4,28992,"33,855 miles",26765,0.916794320942
250,250,250,0,2015,TOYOTA,HIGHLANDER,19922,"35,606 miles",36952,0.53913184672
251,251,251,0,2004,TOYOTA,4RUNNER,19922,"167,184 miles",0,
252,252,252,0,2011,TOYOTA,HIGHLANDER,31992,"60,429 miles",32567,0.982344090644
253,253,253,0,2013,TOYOTA,RAV4,31992,"32,688 miles",25855,0.762637787662
254,254,254,0,2016,TOYOTA,HIGHLANDER HYBRID,40900,"8,960 miles",49177,0.831689610997
255,255,255,0,2001,TOYOTA,4RUNNER,4516,"154,420 miles",0,
256,256,256,0,2008,TOYOTA,RAV4 LIMITED,4516,"60,439 miles",24285,0.185958410541
257,257,257,0,2015,TOYOTA,HIGHLANDER,12795,"33,054 miles",36952,0.34626001299
258,258,258,0,2016,TOYOTA,HIGHLANDER HYBRID,12795,"14,446 miles",49177,0.26018260569
259,259,259,0,2012,TOYOTA,4RUNNER,34992,"54,472 miles",35860,0.97579475739
260,260,260,0,2015,TOYOTA,RAV4,34992,"30,552 miles",26765,0.692620960209
261,261,261,0,2015,TOYOTA,4RUNNER,44992,"28,488 miles",38415,0.828790836913
262,262,262,0,2017,TOYOTA,4RUNNER LIMITED,44992,"13,028 miles",39385,0.857636155897
263,263,263,0,2015,TOYOTA,HIGHLANDER,28992,"24,324 miles",36952,0.784585408097
264,264,264,0,2015,TOYOTA,RAV4,28992,"33,855 miles",26765,0.916794320942
265,265,265,0,2015,TOYOTA,HIGHLANDER,19922,"35,606 miles",36952,0.53913184672
266,266,266,0,2004,TOYOTA,4RUNNER,19922,"167,184 miles",0,
267,267,267,0,2011,TOYOTA,HIGHLANDER,31992,"60,429 miles",32567,0.982344090644
268,268,268,0,2013,TOYOTA,RAV4,31992,"32,688 miles",25855,0.762637787662
269,269,269,0,2016,TOYOTA,HIGHLANDER HYBRID,40900,"8,960 miles",49177,0.831689610997
270,270,270,0,2001,TOYOTA,4RUNNER,4516,"154,420 miles",0,
271,271,271,0,2008,TOYOTA,RAV4 LIMITED,4516,"60,439 miles",24285,0.185958410541
272,272,272,0,2015,TOYOTA,HIGHLANDER,12795,"33,054 miles",36952,0.34626001299
273,273,273,0,2016,TOYOTA,HIGHLANDER HYBRID,12795,"14,446 miles",49177,0.26018260569
274,274,274,0,2012,TOYOTA,4RUNNER,34992,"54,472 miles",35860,0.97579475739
275,275,275,0,2015,TOYOTA,RAV4,34992,"30,552 miles",26765,0.692620960209
276,276,276,0,2015,TOYOTA,4RUNNER,44992,"28,488 miles",38415,0.828790836913
277,277,277,0,2017,TOYOTA,4RUNNER LIMITED,44992,"13,028 miles",39385,0.857636155897
278,278,278,0,2015,TOYOTA,HIGHLANDER,28992,"24,324 miles",36952,0.784585408097
279,279,279,0,2015,TOYOTA,RAV4,28992,"33,855 miles",26765,0.916794320942
280,280,280,0,2015,TOYOTA,HIGHLANDER,19922,"35,606 miles",36952,0.53913184672
281,281,281,0,2004,TOYOTA,4RUNNER,19922,"167,184 miles",0,
282,282,282,0,2011,TOYOTA,HIGHLANDER,31992,"60,429 miles",32567,0.982344090644
283,283,283,0,2013,TOYOTA,RAV4,31992,"32,688 miles",25855,0.762637787662
284,284,284,0,2016,TOYOTA,HIGHLANDER HYBRID,40900,"8,960 miles",49177,0.831689610997
285,285,285,0,2001,TOYOTA,4RUNNER,4516,"154,420 miles",0,
286,286,286,0,2008,TOYOTA,RAV4 LIMITED,4516,"60,439 miles",24285,0.185958410541
287,287,287,0,2015,TOYOTA,HIGHLANDER,12795,"33,054 miles",36952,0.34626001299
288,288,288,0,2016,TOYOTA,HIGHLANDER HYBRID,12795,"14,446 miles",49177,0.26018260569
289,289,289,0,2012,TOYOTA,4RUNNER,34992,"54,472 miles",35860,0.97579475739
290,290,290,0,2015,TOYOTA,RAV4,34992,"30,552 miles",26765,0.692620960209
291,291,291,0,2015,TOYOTA,4RUNNER,44992,"28,488 miles",38415,0.828790836913
292,292,292,0,2017,TOYOTA,4RUNNER LIMITED,44992,"13,028 miles",39385,0.857636155897
293,293,293,0,2015,TOYOTA,HIGHLANDER,28992,"24,324 miles",36952,0.784585408097
