,Unnamed: 0,UC,year,brand,model,price,mileage,Oprice,D_rate
321,321,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
322,322,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
323,323,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
324,324,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
325,325,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
326,326,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
327,327,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
328,328,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
329,329,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
330,330,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
331,331,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
332,332,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
333,333,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
334,334,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
335,335,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
336,336,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
337,337,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
338,338,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
339,339,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
340,340,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
341,341,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
342,342,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
343,343,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
344,344,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
345,345,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
346,346,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
347,347,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
348,348,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
349,349,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
350,350,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
351,351,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
352,352,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
353,353,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
354,354,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
355,355,1,2016,ACURA,MDX,11888,"35,477 miles",50122,0.237181277682
356,356,0,2014,ACURA,MDX TECHNOLOGY,11888,"45,234 miles",49397,0.240662388404
357,357,1,2015,ACURA,RDX,28970,"28,447 miles",37645,0.769557710187
358,358,1,2015,ACURA,RDX,28970,"11,917 miles",37645,0.769557710187
359,359,0,2015,ACURA,RDX,36390,"47,950 miles",37645,0.966662239341
360,360,1,2015,ACURA,RDX,29888,"57,452 miles",37645,0.793943418781
361,361,1,2015,ACURA,RDX,26995,"31,813 miles",37645,0.717093903573
362,362,1,2015,ACURA,MDX,31266,"24,892 miles",49872,0.626924927815
363,363,0,2015,ACURA,MDX,31997,"29,825 miles",49872,0.641582451075
364,364,0,2016,ACURA,MDX,31997,"8,801 miles",50122,0.638382347073
365,365,1,2015,ACURA,MDX,43036,"53,040 miles",49872,0.862929098492
